Time,Temp,6011 nw-2-1B,6010 nw-2-11,6009 nw-2-0F,6008 nw-2-0E,6007 nw-2-0D,6006 nw-2-09,6005 nw-2-08,6004 nw-2-07,6003 nw-2-05,6002 nw-2-02,6001 nw-2-01,f-6011 nw-2-1B,f-6010 nw-2-11,f-6009 nw-2-0F,f-6008 nw-2-0E,f-6007 nw-2-0D,f-6006 nw-2-09,f-6005 nw-2-08,f-6004 nw-2-07,f-6003 nw-2-05,f-6002 nw-2-02,f-6001 nw-2-01
559,24.5925,2,1,0,0,0,0,1,1,0,3,0,1.11129,0,0,0,0.58846,0,0,0,1.58333,0,0
560,24.6354,3,1,0,3,0,1,2,0,1,6,3,2.5656,0.06714,0,0,0,0,0.05448,0.97194,0,2.67678,0
561,24.6614,2,1,1,1,0,3,0,1,1,4,1,2.79911,0.42314,0,1.13604,0,0.06038,1.29934,0,1.85919,6.75821,1.65489
562,24.6923,0,0,0,0,0,2,1,1,2,4,0,1.52888,0.98305,0.96733,0.87007,0,3.01403,0,1.51789,0.04831,3.90834,0.94738
563,24.7279,0,0,0,0,2,2,2,0,2,4,1,0,0,0,0,0,3.07898,1.28014,0.23442,1.59659,4.17534,0
564,24.7601,1,3,0,5,3,1,0,1,0,2,2,0,0,0,0,2.0467,1.19724,1.75548,0,0.86456,4.63176,0.29093
565,24.7605,0,0,2,0,0,3,0,2,0,3,1,0.88024,2.44713,0,2.99585,2.99169,1.39826,0,1.22816,0,3.37476,2.02847
566,24.7922,2,3,0,1,3,2,0,0,0,4,1,0,0,1.4811,0,0,2.64291,0,1.10658,0,2.75492,1.83725
567,24.8038,2,5,0,2,0,1,1,0,0,2,1,1.49854,1.01517,0,1.5282,1.20021,2.17908,0,0,0,4.15353,0.59347
568,24.8244,0,0,0,1,0,0,1,0,0,1,0,1.82582,4.7807,0,2.42694,0,0.89473,0.10099,0,0,1.95675,0.82135
569,24.8431,1,1,0,2,1,2,3,0,1,3,4,0,0,0,0.02103,0,0,1.16288,0,0,1.69089,0
570,24.8492,0,1,0,1,2,1,3,0,2,2,2,0.94862,0.29009,0,1.40812,0.43646,1.64828,2.28247,0,0.16508,2.2968,3.90404
571,24.8525,3,1,0,1,0,3,0,0,0,4,0,0,1.0849,0,1.62126,1.54592,1.9302,2.9854,0,1.42712,2.92991,1.71494
572,24.8634,1,2,0,0,1,4,1,0,0,7,0,3.04612,1.23494,0,0.17982,0,2.95061,0,0,0,4.28325,0
573,24.893,2,3,0,1,2,2,0,0,0,1,2,0.66138,1.63077,0,0,0.2549,3.29352,0.17162,0,0,6.06535,0
574,24.9449,1,2,0,2,0,4,1,0,0,2,0,1.42316,3.82962,0,1.2542,1.49834,1.98386,0,0,0,1.85786,1.56122
575,24.9791,2,0,0,2,1,4,1,0,2,4,1,1.02642,2.22385,0,2.39925,0,3.37552,1.26661,0,0,2.00475,0
576,25.0002,3,2,0,3,0,4,0,0,0,1,3,2.47099,0,0,2.17545,0.12896,4.12777,0.2475,0,0.85792,3.19286,0.07049
577,25.0262,3,0,0,1,0,1,1,0,0,2,1,3.66261,1.17662,0,1.94601,0,5.65371,0,0,0,1.54955,3.47271
578,25.0197,0,2,1,1,1,2,3,0,1,4,0,2.80023,0,0,0.46926,0,1.77627,1.59581,0,0,2.17381,1.16761
579,25.0353,2,1,1,3,3,3,1,1,0,4,1,0,0.11014,0.13208,1.93626,1.15765,1.3375,2.44546,0,0.07754,2.95214,0
580,25.0355,0,3,0,1,1,3,2,0,1,4,2,1.04792,1.79826,0.40441,2.36793,2.18708,3.3384,0.79174,0.69232,0,3.71776,0.52318
581,24.9817,2,1,0,2,0,1,0,1,1,3,1,0,2.7749,0,1.03036,0.89609,3.8175,1.98672,0,1.07047,6.04328,2.3029
582,25.0223,2,2,0,3,1,0,2,0,0,2,2,1.4981,0.20005,0,2.16895,0,0.83482,0,0.02135,0.63178,2.38174,0.14361
583,24.9967,3,2,0,3,0,6,2,1,1,2,1,0.87863,0.61448,0,3.50009,0.21532,0,0.8504,0,0,1.76103,1.27154
584,24.9082,2,1,1,1,0,3,1,0,0,4,0,3.68998,2.91073,0,3.73428,0,6.09437,3.37034,0.10653,0.7659,2.49308,0.73314
585,24.8001,0,2,0,2,1,2,0,0,1,1,0,1.56218,0.0735,0.46826,1.32599,0,4.24349,0.58685,0,0,3.45324,0
586,24.7414,1,2,0,0,1,1,0,0,1,1,2,0,1.41998,0,0.23282,0.4876,2.75408,0,0,0.0034,1.45986,0
587,24.7355,2,1,0,2,0,3,0,0,0,2,0,1.08305,2.78895,0,0,0.57405,0.37858,0,0,0.11727,1.16848,1.14912
588,24.7115,0,4,0,2,0,5,2,0,0,5,2,1.66228,0.10924,0,0.99736,0,3.93417,0,0,0,2.4811,0
589,24.7156,3,2,0,1,1,5,1,0,1,4,1,0,3.1895,0,2.02095,0,5.1374,1.06888,0,0,5.8264,0.2984
590,24.6917,0,0,0,4,2,1,0,0,0,5,1,2.20434,1.75552,0,1.85693,0.50328,5.31073,0.61929,0,0.46776,4.09393,0.65034
591,24.7,2,0,0,1,0,2,1,0,3,2,0,0,0,0,3.41414,1.91542,1.77786,0,0,0,6.09934,0.89282
592,24.7103,3,3,0,0,0,1,3,0,1,3,1,2.12965,0,0,1.16457,0,2.13164,1.05079,0,3.2035,3.70976,0
593,24.7114,1,3,1,6,0,6,1,0,0,2,0,3.67825,3.03219,0,0,0,0.11622,3.18057,0,1.02408,3.40966,0.52632
594,24.7112,0,0,0,1,0,3,2,1,0,3,0,0.77036,2.32413,0.5324,5.16898,0,7.92971,1.29682,0,0,2.48843,0
595,24.68,2,3,1,1,1,4,4,3,1,1,2,0,0,0,0.95602,0,2.60626,2.66975,0.45931,0,2.97009,0
596,21.745,4,4,1,2,1,5,0,2,0,4,2,1.92785,3.06023,1.05674,1.0198,0.10194,4.71266,3.45698,3.09832,0.62013,0.11097,1.65635
597,17.6767,2,2,0,4,0,1,1,1,1,3,0,4.30832,4.05224,0.91617,2.41581,0.52418,5.41828,0,3.28832,0,5.8983,1.41664
598,17.4971,1,4,0,2,0,2,3,0,1,6,3,1.73023,1.73462,0,4.53639,0,1.91105,1.70821,0.20838,1.32029,3.1228,0
599,17.4666,3,4,0,0,0,1,3,0,0,3,2,1.2247,1.22722,0,2.30167,0,0.50155,3.14171,0,0.31158,5.94177,0.60633
600,17.5112,0,1,0,1,0,0,3,0,0,2,1,0.94884,3.18944,0,0,0,0.45878,2.29681,0,0,2.71302,1.36966
601,17.6134,0,1,1,1,0,3,1,0,0,6,0,0,1.22796,0,0.06598,0,0,3.42968,0,0,2.94769,0.92512
602,17.7037,1,1,1,0,2,4,2,0,1,3,1,0,0.38406,0.04209,0.52548,0,1.90086,0.3708,0,0,6.01725,0
603,17.8913,1,3,0,1,1,3,1,0,3,7,0,0.19607,0.37781,0.53051,0,1.10512,3.18103,1.66506,0,0.40889,3.33972,0.48818
604,18.0615,3,1,0,1,0,2,1,0,0,5,0,0.21103,3.67116,0,0.69349,0.96214,2.51684,1.11979,0,2.58357,8.71593,0
605,18.2559,2,4,0,1,1,2,1,1,0,0,3,3.00152,0.02928,0,1.13884,0,2.79863,1.15877,0,0,5.57801,0
606,18.4694,1,2,0,1,6,6,0,0,1,5,3,2.00179,1.87244,0,0.51556,1.2913,2.03558,0.35997,0.10874,0,0,1.65091
607,18.7077,3,0,0,4,0,0,0,0,1,3,0,1.84611,1.75262,0,1.13026,8.29074,5.28273,0,0,1.38254,4.92595,3.23509
608,18.91,1,3,0,1,2,2,2,0,1,5,0,2.04898,0,0,3.3882,0,0,0,0,1.39097,3.74922,0
609,19.1422,1,0,0,2,1,0,4,1,0,4,2,1.94264,2.28763,0,1.27522,2.35975,0.23218,0.49876,0,0.06465,4.61073,0
610,19.3446,0,1,0,1,0,1,3,0,0,2,0,0.04232,0,0,0.76926,0.06847,0,2.23408,0.45433,0,4.7545,0.99494
611,19.5546,2,0,0,3,0,0,0,0,1,4,0,0,0.89847,0,1.01309,0,0.95886,2.95182,0,0,2.03026,0
612,19.7653,2,0,1,2,0,3,0,0,2,5,2,1.57404,0,0,3.49836,0,0,0,0,0.00233,4.01584,0
613,19.9453,0,1,0,3,0,1,4,0,0,6,0,1.69065,0,0.37345,1.66437,0,3.0723,0,0,1.11422,5.58828,0.90212
614,20.0875,1,0,0,1,2,5,2,0,0,2,2,0,0.50865,0,2.83424,0,1.66765,5.00305,0,0,6.02995,0
615,20.2602,2,1,0,3,1,7,3,0,4,3,3,1.01596,0,0,1.14205,0.63538,5.0191,1.5453,0,0,2.64054,2.19425
616,20.3038,1,7,0,4,1,2,3,1,0,7,1,1.06848,0.62965,0,3.00006,0.49699,6.87262,2.96293,0,1.71676,3.32559,1.61727
617,20.4803,2,0,0,0,0,1,2,0,0,1,0,1.06061,5.71074,0,3.29117,0.71322,3.16321,3.42203,0.26649,0,7.7376,0.72282
618,20.6207,1,6,0,2,4,4,2,1,0,3,0,0.60495,0,0,0,0,1.33291,1.18353,0,0,1.01765,0
619,20.8087,2,3,0,3,2,2,3,1,3,6,0,1.22082,2.33268,0,1.45664,3.59784,3.80467,2.50859,0.11272,0,2.7472,0
620,20.9433,0,2,1,1,1,3,2,1,0,3,1,1.058,1.87848,0,2.31719,1.6339,2.00715,3.13024,1.35725,1.72431,5.4614,0
621,21.1043,2,1,0,1,0,1,0,0,0,3,0,0,1.92206,0.93443,0.63864,0.88913,3.48779,1.56096,0.275,0,3.43674,0.88754
622,21.2282,1,4,0,5,3,3,4,1,1,0,2,2.52414,1.33002,0,1.33673,0,2.08837,0,0,0,3.77776,0
623,21.3674,6,1,0,2,1,3,3,0,1,4,1,1.26257,3.0883,0,5.92593,1.17918,1.29203,3.48451,0.37545,0.43257,0,0.87822
624,21.4776,1,0,0,5,0,1,0,0,0,2,0,5.98121,0.83591,0,2.01323,0.39656,2.76519,2.42732,0,0.96839,3.71854,0.83117
625,21.618,4,3,0,2,0,3,0,0,1,3,0,2.73873,0,0,5.002,0,1.35608,0,0,0,1.71067,0
626,21.7206,1,0,2,1,2,1,2,0,1,2,2,3.3282,0.9639,0,2.15597,0,3.6555,0,0,0.21315,3.15107,0
627,21.8472,0,1,0,0,0,2,1,0,0,2,0,0.95669,0,1.58116,1.19351,1.9681,1.42847,1.73956,0,0.99551,1.85904,1.65754
628,21.9727,3,1,0,3,1,2,2,4,1,4,3,0,1.39415,0,0,0,2.01703,1.66007,0,0,2.45842,0
629,22.0592,3,0,1,1,1,3,3,0,0,7,3,2.28825,0.22236,0,2.32806,0.19308,2.18247,2.11286,1.57956,0.87354,4.54981,2.08645
630,22.1744,3,0,0,2,2,4,0,1,1,8,2,3.19803,0,0.66602,1.31821,0.27539,3.26111,1.66101,0,0,7.931,1.824
631,22.2782,0,0,0,4,2,1,1,0,1,2,0,3.21039,0,0,2.0055,2.66006,3.63664,0,0.55507,1.09582,8.12497,1.96256
632,22.3167,0,3,0,4,0,3,3,0,1,2,0,0,0,0,4.32646,2.68016,0.67371,1.32943,0,0.46314,4.0825,0
633,22.4182,2,3,0,3,0,3,2,0,3,2,2,0,2.63438,0,3.10419,0,3.12815,1.92445,0,1.22131,1.73647,0
634,22.4989,1,0,0,1,1,3,2,0,0,1,0,2.81314,2.59509,0,2.98413,0,3.86157,2.02811,0,2.46197,2.49021,1.76378
635,22.5932,4,3,0,1,1,4,1,0,2,2,2,0.13743,0,0,1.38456,1.07829,2.50664,2.50795,0,0,0.70602,0
636,22.6459,1,1,0,2,0,2,2,1,2,3,2,3.28352,1.14423,0,1.14069,0.84167,2.75574,0.82439,0,2.17813,0.66778,1.62114
637,22.7096,2,1,0,2,0,3,2,0,0,3,0,1.04537,1.06918,0,1.5029,0,2.01868,2.1186,0.9682,1.1167,3.84028,1.16724
638,22.7821,2,3,0,0,1,1,2,0,2,2,1,2.9314,1.67094,0,1.91304,0,5.37865,2.82138,0,0,3.64046,0
639,22.8492,2,2,0,3,0,2,2,0,0,5,2,1.72271,2.31923,0,0,0.16217,0.05106,2.29587,0,0.51478,1.54601,0.11537
640,22.8872,2,4,0,1,0,2,1,0,1,2,1,1.85511,2.80812,0,2.56878,0,1.30382,2.00816,0,0,4.64261,1.11326
641,22.9491,1,3,0,0,0,0,0,0,0,3,0,1.59734,4.50083,0,0.801,0,1.9758,1.02229,0,0.16818,2.738,0.88134
642,22.9785,2,5,0,0,2,1,1,0,1,3,0,1.02119,1.31781,0,0,0,0,0,0,0,3.40784,0
643,23.0419,4,0,0,3,2,2,0,0,2,11,4,2.26842,2.3771,0,0,1.59686,0.36925,0.14554,0,1.15087,4.02051,0
644,23.0949,2,1,1,3,0,2,2,1,1,2,0,3.78415,0,0,2.51942,1.71228,2.53308,0,0,1.73895,10.35649,5.67751
645,23.3009,2,5,0,1,0,3,1,3,0,2,1,2.24747,1.11391,0.83699,2.92349,0,2.63044,2.62733,1.09528,0.67663,2.82852,0
646,23.4587,3,3,1,2,1,2,0,0,1,6,1,3.038,2.1534,0,1.15822,0,3.72233,0.41214,2.59608,0,2.65027,0.38947
647,23.3555,1,1,0,4,0,2,0,0,3,5,1,2.08755,2.03076,0.69462,1.06785,0.426,2.02012,0,0,1.18133,6.83357,0.62994
648,23.3464,1,1,1,2,5,8,1,0,3,1,3,1.19148,1.0029,0,6.6981,0,1.92529,0,0,3.6,4.07636,1.25717
649,23.4174,3,1,0,4,3,2,5,0,3,0,4,1.55265,1.28062,0.07135,1.92938,5.53524,8.24125,1.55934,0,3.95779,0.58171,2.31233
650,23.4674,0,1,1,2,2,2,2,3,0,5,2,2.201,0.77143,0,3.73103,3.0911,4.44036,4.51716,0,2.17295,0,5.28566
651,23.5181,5,1,0,3,5,3,1,3,3,2,0,0,1.42743,0.95918,3.13957,2.83992,2.98994,1.99312,2.65005,0,2.66746,1.99601
652,23.5399,1,2,0,5,4,2,3,2,0,3,3,5.91399,0.50648,0,3.59677,4.59591,2.49233,1.76758,2.18224,0.72444,2.3598,0
653,23.5699,3,1,0,1,4,4,0,1,2,1,0,1.80187,1.22448,0,4.33198,4.83308,2.46787,0.86364,3.5915,0,2.29919,2.51109
654,23.6131,1,2,0,7,2,2,2,0,2,2,2,2.57542,1.35048,0,1.90621,3.85516,3.73305,0,0.01976,2.10787,1.58543,0
655,23.6179,1,1,1,2,6,2,2,2,5,1,4,0.4307,0.49656,0,5.18882,2.10879,2.08852,2.26193,0,1.94886,1.55332,1.24564
656,23.7067,0,0,2,0,1,0,0,1,2,1,2,0.30282,0.80274,1.21559,1.34177,6.29682,1.47968,1.16531,1.55934,5.88118,1.39423,2.35926
657,23.7952,0,0,1,1,0,0,1,0,0,0,1,0,0,2.29125,0,0.81267,0,0,0.28217,2.7802,0.25554,1.43962
658,23.8292,1,1,1,1,4,1,0,0,2,0,1,0,0,0.46242,0.16555,0,0,0.21463,0,0,0,1.18941
659,23.8587,1,0,1,1,3,0,0,1,1,0,0,0.33807,0.40233,1.14384,0.56706,3.07318,0.99309,0,0,2.47822,0,0.59865
660,23.9416,0,0,2,2,4,0,1,4,5,0,5,0.93395,0,1.55655,1.16278,4.08934,0,0,0.31166,1.50247,0,0
661,24.0205,0,1,3,2,0,2,1,1,2,1,5,0,0,2.22528,1.84881,3.58408,0,0.08617,4.26751,5.48917,0,5.3182
662,24.1041,2,5,1,1,0,0,1,0,0,1,2,0,1.27147,0.48223,2.5056,0,1.90578,0.28551,1.54065,3.00639,0.05436,4.77961
663,24.1938,0,1,1,1,5,0,1,0,2,0,1,1.2724,6.01232,1.07031,0.75427,0,0,0.5351,0,0,0.81959,2.15154
664,24.2543,5,1,3,1,5,7,4,2,4,1,8,0,1.91134,1.18238,1.19745,5.48402,0,1.31151,0,2.6362,0,2.00568
665,24.3322,2,3,2,2,2,0,1,3,5,1,4,5.59042,1.61848,3.72378,0.7821,4.06724,7.65342,4.14542,2.4655,3.09191,1.40662,10.63406
666,24.3667,2,2,0,3,3,1,2,1,4,0,8,2.76582,2.65647,2.33877,2.0158,3.50934,0,1.68935,2.11724,6.33821,0.13294,4.98005
667,24.3922,6,3,3,1,4,5,2,1,1,0,0,2.02332,3.678,0,3.27647,2.07751,1.28933,1.54164,1.69259,3.62245,0,7.02122
668,24.4496,1,3,3,4,3,4,1,1,2,0,2,4.20698,3.14655,4.21909,2.10744,3.09297,4.30819,2.0663,0.16368,2.01144,0,0
669,24.5025,0,1,0,0,4,3,2,1,1,4,2,0.9317,1.66939,2.09877,3.33764,3.51468,4.69505,2.04168,1.78817,0.24117,0,2.0052
670,24.5666,3,1,2,1,3,1,0,1,1,4,2,0,0.74893,0,0,4.49761,3.31975,0.64101,0.12086,0.67039,5.28935,2.14051
671,24.5514,1,1,1,4,4,3,5,1,3,1,5,2.22373,1.13196,2.98404,1.30069,3.22232,0.69476,0,0.31293,1.13301,3.86541,3.6604
672,24.5082,7,1,2,2,4,4,1,1,3,4,1,1.23214,0.75225,0.00699,4.00871,2.64438,3.06236,4.14336,1.03873,3.32583,2.02059,4.16824
673,24.5142,3,1,0,5,4,2,1,2,3,0,1,6.77295,1.42518,0.6668,2.20406,3.56501,4.45931,2.10337,1.16296,3.18285,2.33716,1.13339
674,24.5386,1,2,2,4,6,0,1,0,7,3,3,2.89867,1.29882,0,4.52365,5.0393,1.80276,1.15738,1.60056,3.52729,0,1.95756
675,24.5574,1,1,1,0,3,2,1,0,1,4,5,1.64565,1.1646,1.22523,3.7942,5.7327,0,1.1743,0,8.65818,3.66096,3.78176
676,24.592,4,3,0,3,9,0,2,1,2,4,2,1.69132,0.66212,0.9409,0,3.11614,1.47392,1.11741,0,2.30752,3.7094,4.50234
677,24.622,4,2,0,3,3,2,1,1,2,3,1,4.32456,3.38871,0,2.19082,9.58805,0,1.86859,0.36618,1.55586,4.22948,1.62245
678,24.6529,3,2,0,3,2,3,3,1,1,1,1,3.74298,2.73996,0,3.55171,3.94653,1.65137,1.23789,1.22664,2.6724,3.65971,1.3499
679,24.6664,2,2,1,1,2,2,1,4,5,3,3,2.37796,1.49905,0,3.144,1.60693,3.011,3.1133,1.51072,1.35878,1.38989,0.38298
680,24.6622,1,1,0,4,0,4,1,0,0,1,1,1.94027,3.03776,0.02667,1.27694,1.0001,3.21454,0.41626,1.3283,2.58705,2.83136,2.89864
681,24.6719,1,2,0,5,4,3,1,1,5,1,0,0.61459,1.52502,0,1.09652,0,4.20181,0.40814,0,0,0.93192,0.98334
682,24.6781,1,1,0,4,3,2,0,0,1,1,3,0.60187,0.46328,0,7.77353,4.8321,3.26128,0.9847,0.18139,4.04172,1.39281,0
683,24.6979,1,0,0,3,4,6,1,1,0,1,3,1.12075,0.3192,0,5.42275,2.68453,2.1658,0,0,0.99769,0.56417,3.28371
684,24.7186,2,0,0,2,3,4,1,1,0,5,3,1.38075,0,0,3.31778,4.29062,5.38604,0.22604,0.84761,0,1.43198,2.97633
685,24.7359,3,2,0,4,3,3,1,1,2,1,7,1.88289,0,0,0.55598,3.49443,4.0754,1.03373,1.02239,0,5.13972,3.4805
686,24.7384,2,2,1,2,5,4,2,0,2,3,2,3.04904,0.6021,0,4.09667,3.49104,4.76896,1.20971,0.92818,1.50485,1.88819,7.19225
687,24.7609,0,1,0,4,5,4,1,0,1,4,0,1.39101,2.74534,0.58673,2.03578,5.54511,4.15525,3.16469,0,1.90954,2.29777,2.15493
688,24.7813,1,1,0,2,4,2,3,0,2,2,3,0,1.30771,0,5.17275,5.17022,3.24296,0.11672,0,1.56827,5.40573,0
689,24.7691,0,2,1,0,2,0,1,1,2,0,1,0.21309,0.10985,0,1.64721,4.503,1.39696,3.37259,0,0.09135,1.15009,2.26729
690,24.1644,0,0,0,0,0,0,0,0,0,0,0,0,1.60774,0.76211,0,1.75363,0,0.60737,0.83927,1.04398,0,0.70081
691,23.3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,22.8491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,22.4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,22.2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,21.9478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,21.7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,21.9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,22.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,23.4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,24.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,24.4988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,23.8022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,23.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,23.1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,23.0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,22.9771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,22.9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,22.8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,22.7118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,22.5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,22.4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,22.3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,22.3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,22.3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,22.1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,22.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,22.1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,22.1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,22.1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,22.1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,21.9141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,21.9384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,22.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,21.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,22.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,22.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,22.1052,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
728,22.0293,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0.82041,0,0.69957,0,0,0,1.0624
729,22.0569,1,0,0,1,1,2,1,0,3,1,1,1.03482,0.95054,0,0,0,1.43213,0,0,0.23408,0,4.5124
730,21.8907,1,2,0,0,2,2,1,1,1,1,1,0.3332,0,0,0.16681,1.5936,2.4114,0.71485,0,3.25928,1.01929,2.19628
731,21.9134,0,1,1,0,0,0,0,0,2,1,0,0.60444,1.43724,0,0,1.03587,1.14248,0.98433,0.83505,1.34027,1.13944,0.23688
732,21.9828,0,0,1,2,1,0,2,0,2,0,1,0,0.78848,1.06699,0,0,0,0,0,2.16632,0.60737,0
733,22.0476,1,1,1,0,5,1,0,1,2,3,2,0,0,1.99636,1.47326,1.79979,0,1.02873,0,1.41306,0,1.50709
734,22.0392,1,0,1,1,3,3,1,0,2,5,2,1.59849,0.11172,0.00408,0,5.07222,1.06269,0,0.36804,2.716,2.64898,1.73169
735,22.0615,2,0,0,2,1,0,0,0,1,3,0,1.12734,0,0.73628,0.05606,2.83293,2.91795,0.45341,0,1.43163,5.62561,1.74118
